"ac_type","ac_fl","fl","m_lo","m_nom","m_hi","V_cl_1","V_cl_2","M_cl","V_cr_1","V_cr_2","M_cr","V_des_1","V_des_2","M_des","h_MO","CL_TAS","CL_ROCD_lo_m","CL_ROCD_nom_m","CL_ROCD_hi_m","CL_fuel_nom_m","CR_TAS","CR_fuel_lo_m","CR_fuel_nom_m","CR_fuel_hi_m","DES_TAS","DES_ROCD_nom_m","DES_fuel_nom_m"
"B737","B737_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"147","2460","2340","2050","138.0",NULL,NULL,NULL,NULL,"139","670","40.0"
"B737","B737_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"148","2450","2310","2040","136.7",NULL,NULL,NULL,NULL,"140","690","39.7"
"B737","B737_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"149","2440","2300","2020","135.5",NULL,NULL,NULL,NULL,"146","720","39.3"
"B737","B737_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"155","2580","2400","2110","134.3",NULL,NULL,NULL,NULL,"157","840","20.1"
"B737","B737_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"156","2560","2380","2090","133.0",NULL,NULL,NULL,NULL,"189","1030","20.0"
"B737","B737_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"179","3080","2760","2420","130.6","230","29.7","35.7","41.4","230","1150","10.4"
"B737","B737_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"214","3720","3210","2800","128.1","233","29.7","35.7","41.4","233","1170","10.2"
"B737","B737_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","4630","3600","3040","123.2","272","33.8","38.5","42.9","240","1210","9.8"
"B737","B737_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","4490","3470","2920","118.3","280","33.7","38.4","42.9","280","1520","9.4"
"B737","B737_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","4330","3340","2800","113.4","289","33.6","38.4","42.9","289","1570","9.0"
"B737","B737_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"332","4210","3260","2750","108.5","297","33.6","38.3","42.8","332","2000","8.6"
"B737","B737_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"342","4010","3090","2590","103.6","306","33.5","38.2","42.8","342","2050","8.2"
"B737","B737_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"353","3800","2910","2430","98.8","353","38.6","42.4","46.1","353","1990","7.8"
"B737","B737_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"363","3580","2730","2250","94.0","363","38.4","42.3","46.0","363","2050","7.4"
"B737","B737_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"375","3340","2530","2070","89.2","375","38.2","42.1","45.8","375","2100","7.0"
"B737","B737_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"386","3100","2330","1880","84.4","386","38.0","42.0","45.7","386","2150","6.6"
"B737","B737_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"398","2850","2110","1690","79.6","398","37.8","41.8","45.5","398","2200","6.2"
"B737","B737_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"411","2580","1890","1490","74.8","411","37.6","41.6","45.4","411","2250","5.7"
"B737","B737_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"424","2310","1650","1280","70.1","424","37.4","41.4","45.2","424","2300","5.3"
"B737","B737_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"431","2170","1530","1170","67.7","431","37.2","41.3","45.1","431","2320","5.1"
"B737","B737_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"444","1870","1290","950","63.0","444","36.9","41.0","44.9","444","2370","4.7"
"B737","B737_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"454","2250","1490","1030","58.3","454","36.1","40.3","44.4","454","3330","4.3"
"B737","B737_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"450","1980","1240","780","53.6","450","34.0","38.6","43.0","450","3170","4.0"
"B737","B737_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","1550","880","460","48.9","447","32.1","37.3","42.1","447","2810","3.6"
"B737","B737_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","1270","610","190","44.2","447","30.6","36.2","40.9","447","2760","3.3"
"B737","B737_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","950","310","0","39.6","447","29.3","35.5","36.6","447","2730","3.0"
"B737","B737_speed_laws","none","45936","60000","70800","250","280","0.78","250","280","0.78","250","280","0.78","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"B738","B738_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"157","2510","2350","2050","137.3",NULL,NULL,NULL,NULL,"144","750","41.1"
"B738","B738_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"158","2500","2340","2030","136.0",NULL,NULL,NULL,NULL,"145","770","40.7"
"B738","B738_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"159","2480","2320","2010","134.7",NULL,NULL,NULL,NULL,"151","810","40.3"
"B738","B738_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"166","2600","2400","2080","133.5",NULL,NULL,NULL,NULL,"163","860","22.7"
"B738","B738_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"167","2590","2390","2070","132.3",NULL,NULL,NULL,NULL,"195","1030","22.6"
"B738","B738_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"190","3040","2710","2330","130.2","230","30.5","37.2","44.1","230","1060","13.6"
"B738","B738_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"225","3600","3080","2640","128.5","233","30.5","37.2","44.1","233","1080","13.4"
"B738","B738_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","4310","3290","2710","124.4","272","34.9","40.1","45.5","240","1120","13.0"
"B738","B738_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","4150","3160","2590","119.3","280","34.9","40.1","45.6","280","1410","12.5"
"B738","B738_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3990","3030","2460","114.3","289","34.9","40.1","45.6","289","1450","12.1"
"B738","B738_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"332","3860","2940","2410","110.0","297","34.9","40.2","45.7","332","1850","11.6"
"B738","B738_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"342","3650","2770","2250","105.0","306","34.8","40.2","45.7","342","1810","11.2"
"B738","B738_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"353","3440","2590","2090","100.0","353","40.4","44.7","49.3","353","1870","10.7"
"B738","B738_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"363","3220","2400","1920","95.1","363","40.3","44.7","49.2","363","1920","10.3"
"B738","B738_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"375","2970","2210","1750","90.2","375","40.2","44.6","49.2","375","1970","9.8"
"B738","B738_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"386","2740","2010","1570","85.3","386","40.1","44.6","49.2","386","2020","9.3"
"B738","B738_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"398","2490","1800","1380","80.5","398","40.0","44.5","49.2","398","2070","8.9"
"B738","B738_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"411","2240","1590","1180","75.7","411","39.8","44.4","49.1","411","2120","8.4"
"B738","B738_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"424","1980","1370","990","70.9","424","39.7","44.3","49.1","424","2170","8.0"
"B738","B738_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"431","1840","1260","890","68.5","431","39.6","44.2","49.1","431","2200","7.8"
"B738","B738_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"444","1570","1030","680","63.8","444","39.4","44.1","49.0","444","2240","7.3"
"B738","B738_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"454","1860","1150","680","59.0","454","38.6","43.5","48.6","454","3150","6.9"
"B738","B738_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"450","1610","910","450","54.1","450","36.4","41.7","47.3","450","3020","6.4"
"B738","B738_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","1240","610","180","49.3","447","34.5","40.3","45.8","447","2690","6.0"
"B738","B738_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","980","360","0","44.6","447","32.9","39.3","41.4","447","2640","5.5"
"B738","B738_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","700","100","0","39.9","447","31.6","37.0","37.0","447","2620","5.0"
"B738","B738_speed_laws","none","49680","65300","78300","250","280","0.78","250","280","0.78","250","280","0.78","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"B742","B742_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"178","2400","2310","1720","538.2",NULL,NULL,NULL,NULL,"148","830","239.8"
"B742","B742_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"179","2390","2290","1700","533.9",NULL,NULL,NULL,NULL,"149","850","237.8"
"B742","B742_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"180","2380","2280","1690","529.6",NULL,NULL,NULL,NULL,"155","910","236.3"
"B742","B742_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"187","2480","2350","1740","526.2",NULL,NULL,NULL,NULL,"167","1030","235.2"
"B742","B742_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"188","2470","2340","1720","521.8",NULL,NULL,NULL,NULL,"199","1040","83.8"
"B742","B742_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"212","2850","2610","1910","516.8","230","122.8","150.0","224.0","230","1230","83.2"
"B742","B742_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"247","3320","2930","2020","513.5","233","122.9","150.2","224.3","233","1260","81.8"
"B742","B742_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3780","3000","1940","499.1","272","133.4","154.9","213.3","240","1320","79.0"
"B742","B742_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3670","2910","1860","481.5","280","133.6","155.2","214.0","280","1540","45.6"
"B742","B742_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3560","2810","1770","463.9","289","133.8","155.5","214.7","289","1580","43.7"
"B742","B742_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"402","3500","2820","1900","461.5","297","134.0","155.9","215.4","390","2490","41.8"
"B742","B742_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"413","3310","2650","1770","443.5","306","134.1","156.2","216.2","401","2530","39.8"
"B742","B742_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","3110","2480","1630","425.4","425","196.8","209.5","244.0","413","2560","37.9"
"B742","B742_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","2910","2310","1490","407.3","438","196.3","209.1","244.1","425","2590","35.9"
"B742","B742_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"451","2700","2130","1340","389.0","451","195.7","208.7","244.2","438","2620","34.0"
"B742","B742_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"464","2480","1940","1180","370.7","464","195.0","208.2","244.2","451","2650","32.0"
"B742","B742_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"478","2260","1740","1020","352.2","478","194.3","207.7","244.2","465","2670","30.1"
"B742","B742_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"492","2930","2230","1240","333.6","492","193.5","207.1","244.2","479","2690","28.2"
"B742","B742_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"487","2730","2050","1050","313.1","507","192.5","206.4","244.2","493","2710","26.2"
"B742","B742_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"485","2630","1950","950","302.9","509","188.9","203.2","242.0","501","2720","25.2"
"B742","B742_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"481","2410","1740","740","282.4","505","177.2","192.8","235.3","505","3930","23.3"
"B742","B742_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"477","2160","1500","510","262.0","500","166.8","183.9","230.4","500","3720","21.4"
"B742","B742_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"473","1890","1250","250","241.7","496","157.7","176.5","226.6","496","3540","19.4"
"B742","B742_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","1460","890","0","221.6","493","150.0","170.7","207.7","493","3080","17.5"
"B742","B742_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","1190","630","0","201.6","493","143.9","166.6","189.0","493","3000","15.5"
"B742","B742_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","890","340","0","181.6","493","139.0","164.0","170.2","493","2960","13.6"
"B742","B742_FL430","430",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","570","30","0","161.7","493","135.4","151.5","151.5","493","2940","11.7"
"B742","B742_FL450","450",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","230","0","0","141.7","493","132.8","132.8","132.8","493","2950","9.7"
"B742","B742_speed_laws","none","207120","255800","356000","250","340","0.82","250","340","0.86","250","330","0.86","45000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"B743","B743_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"183","2390","1950","1580","546.2",NULL,NULL,NULL,NULL,"164","1170","38.2"
"B743","B743_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"184","2380","1940","1570","541.6",NULL,NULL,NULL,NULL,"165","1180","37.8"
"B743","B743_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"186","2370","1920","1550","536.9",NULL,NULL,NULL,NULL,"171","1170","37.5"
"B743","B743_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192","2480","1990","1610","532.2",NULL,NULL,NULL,NULL,"182","1160","37.1"
"B743","B743_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"194","2470","1980","1590","527.5",NULL,NULL,NULL,NULL,"215","1160","36.8"
"B743","B743_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"217","2890","2230","1800","518.1","230","125.6","185.5","238.7","230","1200","36.1"
"B743","B743_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"252","3420","2530","1990","508.7","233","125.6","185.6","238.8","233","1220","35.4"
"B743","B743_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","4010","2550","1900","490.0","272","136.2","182.8","224.2","240","1260","33.9"
"B743","B743_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3900","2450","1810","471.3","280","136.0","182.8","224.3","280","1410","32.5"
"B743","B743_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3770","2350","1720","452.5","289","135.8","182.7","224.5","289","1460","31.1"
"B743","B743_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"390","3660","2380","1830","433.8","297","135.5","182.7","224.6","356","1890","29.7"
"B743","B743_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"401","3470","2230","1690","415.1","306","135.3","182.6","224.7","366","1930","28.3"
"B743","B743_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"413","3260","2070","1550","396.4","425","194.8","221.1","244.4","377","2080","26.8"
"B743","B743_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","3040","1900","1400","377.6","438","193.5","220.0","243.6","388","2120","25.4"
"B743","B743_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","2810","1730","1240","358.9","451","192.2","218.9","242.6","400","2160","24.0"
"B743","B743_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"451","2580","1550","1080","340.2","464","190.7","217.7","241.7","412","2200","22.6"
"B743","B743_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"465","2330","1360","920","321.5","478","189.1","216.4","240.7","425","2240","21.2"
"B743","B743_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"479","2080","1170","750","302.8","492","187.4","215.0","239.6","438","2270","19.7"
"B743","B743_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"493","1820","970","570","284.1","505","184.8","213.0","238.0","452","2310","18.3"
"B743","B743_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"497","2510","1300","720","274.8","503","178.8","208.2","234.4","459","2330","17.6"
"B743","B743_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"493","2300","1100","510","256.1","499","167.7","199.9","228.6","473","2360","16.2"
"B743","B743_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"489","2060","870","280","237.4","494","157.8","193.2","224.5","488","2390","14.8"
"B743","B743_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"484","1790","620","30","218.7","490","149.2","188.0","206.9","490","3470","13.4"
"B743","B743_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"482","1360","320","0","200.0","488","141.7","184.5","189.2","488","3070","11.9"
"B743","B743_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"482","1090","60","0","181.4","488","135.6","171.5","171.5","488","3040","10.5"
"B743","B743_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"482","780","0","0","162.7","488","130.7","153.9","153.9","488","3050","9.1"
"B743","B743_FL430","430",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"482","450","0","0","144.0","488","127.0","136.2","136.2","488","3090","7.7"
"B743","B743_FL450","450",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"482","90","0","0","125.4","488","118.6","118.6","118.6","488","3150","6.3"
"B743","B743_speed_laws","none","208800","310000","377800","250","330","0.84","250","340","0.85","250","300","0.85","45000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"B744","B744_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"186","3190","2910","2210","386.3",NULL,NULL,NULL,NULL,"158","740","130.1"
"B744","B744_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"187","3170","2890","2190","383.5",NULL,NULL,NULL,NULL,"160","760","129.2"
"B744","B744_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"188","3140","2870","2160","380.8",NULL,NULL,NULL,NULL,"166","820","129.8"
"B744","B744_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"195","3260","2940","2210","382.5",NULL,NULL,NULL,NULL,"177","930","132.1"
"B744","B744_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"196","3240","2920","2190","379.8",NULL,NULL,NULL,NULL,"209","980","58.7"
"B744","B744_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"220","3690","3210","2390","392.0","230","77.2","102.6","156.7","230","1120","60.0"
"B744","B744_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"255","4270","3580","2420","412.8","233","77.8","103.4","157.9","233","1150","59.2"
"B744","B744_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","4830","3550","2300","408.9","272","90.1","111.7","157.6","240","1210","57.4"
"B744","B744_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","4660","3410","2170","396.9","280","91.4","113.4","160.2","280","1390","37.5"
"B744","B744_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","4480","3260","2040","384.7","289","92.7","115.1","162.9","289","1430","36.3"
"B744","B744_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"402","4540","3390","2290","444.6","297","94.1","117.0","165.7","402","2380","35.0"
"B744","B744_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"413","4270","3170","2110","430.4","306","95.6","118.9","168.7","413","2430","33.8"
"B744","B744_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","3990","2940","1930","415.8","425","163.8","179.6","213.2","425","2470","32.6"
"B744","B744_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","3700","2710","1740","401.0","438","165.8","182.0","216.6","438","2510","31.4"
"B744","B744_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"451","3410","2480","1550","386.0","451","167.8","184.5","220.0","451","2550","30.2"
"B744","B744_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"464","3120","2230","1350","370.7","464","169.8","187.0","223.5","464","2590","29.0"
"B744","B744_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"478","2820","1990","1150","355.0","478","171.7","189.4","227.1","478","2630","27.7"
"B744","B744_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"492","2510","1740","950","339.1","492","173.6","191.9","230.8","492","2660","26.5"
"B744","B744_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"499","3290","2230","1110","319.5","499","170.2","189.4","230.4","499","3850","25.3"
